Ordem,idaluno,IdPeriodo,SiglaPeriodo,IdUnidade,NomePeriodo,DataInicial,DataFinal,DiasLetivos,SemanasLetivas,IdProximoPeriodo,AnoConclusao,StAtivo,ES_IdSerieRelacionada,StPermiteAlterarNotaHistorico,StInternetExibeBoletim,CoeficienteHoraAula,StDisponivelSolicitacaoDesconto,StDisponivelRMOnLine,StDisponivelInscrTurma
1,49,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,491,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,493,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,494,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,52,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,53,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,540,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,541,4,2021,1,Ano letivo 2021               ,2021-01-01 00:00:00,2021-12-31 00:00:00,0,0,5,2021,True,0,True,True,1,False,False,False
1,542,4,2021,1,Ano letivo 2021               ,2021-01-01 00:00:00,2021-12-31 00:00:00,0,0,5,2021,True,0,True,True,1,False,False,False
1,546,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,548,4,2021,1,Ano letivo 2021               ,2021-01-01 00:00:00,2021-12-31 00:00:00,0,0,5,2021,True,0,True,True,1,False,False,False
1,574,4,2021,1,Ano letivo 2021               ,2021-01-01 00:00:00,2021-12-31 00:00:00,0,0,5,2021,True,0,True,True,1,False,False,False
1,575,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,578,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,579,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,580,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,642,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,647,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,648,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,65,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,653,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,102,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1020,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,1021,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1022,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1025,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1080,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1081,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1082,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1083,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1085,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1010,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1011,6,2023,1,Ano letivo 2023               ,2023-01-01 00:00:00,2023-12-31 00:00:00,0,0,0,2023,True,0,True,True,1,False,False,False
1,1015,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1016,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1017,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1024,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
1,1098,5,2022,1,Ano letivo 2022               ,2022-01-01 00:00:00,2022-12-31 00:00:00,0,0,6,2022,True,0,True,True,1,False,False,False
1,1102,7,2024,1,Ano letivo 2024               ,2024-01-01 00:00:00,2024-12-31 00:00:00,0,0,0,2024,True,0,True,True,1,False,False,False
